,Source,Target,Weight
3282,s-7,u-26,2
3283,s-7,u-27,1
3284,s-7,u-28,2
3285,s-7,u-29,4
3286,s-7,u-3,1
3287,s-7,u-30,4
3288,s-7,u-31,1
3289,s-7,u-32,2
3290,s-7,u-33,2
3291,s-7,u-35,7
3292,s-7,u-36,1
3293,s-7,u-37,1
3294,s-7,u-40,2
3295,s-7,u-41,1
3296,s-7,u-42,1
3297,s-7,u-46,2
3298,s-7,u-48,4
3299,s-7,u-5,2
3300,s-7,u-51,1
3301,s-7,u-53,9
3302,s-7,u-54,1
3303,s-7,u-55,2
3304,s-7,u-56,2
3305,s-7,u-57,19
3306,s-7,u-58,5
3307,s-7,u-59,3
3308,s-7,u-6,1
3309,s-7,u-62,3
3310,s-7,u-63,6
3311,s-7,u-64,2
3312,s-7,u-65,1
3313,s-7,u-66,4
3314,s-7,u-67,2
3315,s-7,u-68,4
3316,s-7,u-69,1
3317,s-7,u-7,1
3318,s-7,u-70,14
3319,s-7,u-71,1
3320,s-7,u-72,3
3321,s-7,u-73,1
3322,s-7,u-74,3
3323,s-7,u-77,6
3324,s-7,u-78,6
3325,s-7,u-79,2
3326,s-7,u-80,2
3327,s-7,u-81,3
3328,s-7,u-9,4
3329,s-70,u-0,1
3330,s-70,u-12,1
3331,s-70,u-13,2
3332,s-70,u-14,1
3333,s-70,u-15,2
3334,s-70,u-16,1
3335,s-70,u-2,2
3336,s-70,u-20,2
3337,s-70,u-22,2
3338,s-70,u-23,1
3339,s-70,u-28,1
3340,s-70,u-29,1
3341,s-70,u-30,2
3342,s-70,u-31,2
3343,s-70,u-32,2
3344,s-70,u-33,3
3345,s-70,u-35,1
3346,s-70,u-37,1
3347,s-70,u-38,1
3348,s-70,u-39,1
3349,s-70,u-45,1
3350,s-70,u-53,2
3351,s-70,u-54,1
3352,s-70,u-56,1
3353,s-70,u-57,2
3354,s-70,u-60,1
3355,s-70,u-64,1
3356,s-70,u-68,1
3357,s-70,u-70,1
3358,s-70,u-72,1
3359,s-70,u-75,2
3360,s-70,u-77,1
3361,s-70,u-80,1
3362,s-70,u-83,1
3363,s-70,u-9,1
3364,s-71,User No Cluster,2
3365,s-71,u-0,6
3366,s-71,u-1,2
3367,s-71,u-10,2
3368,s-71,u-12,2
3369,s-71,u-13,1
3370,s-71,u-14,1
3371,s-71,u-15,2
3372,s-71,u-18,1
3373,s-71,u-2,3
3374,s-71,u-20,8
3375,s-71,u-21,1
3376,s-71,u-22,3
3377,s-71,u-23,5
3378,s-71,u-25,1
3379,s-71,u-26,1
3380,s-71,u-28,3
3381,s-71,u-29,1
3382,s-71,u-3,3
3383,s-71,u-30,4
3384,s-71,u-31,3
3385,s-71,u-32,2
3386,s-71,u-35,3
3387,s-71,u-4,1
3388,s-71,u-42,1
3389,s-71,u-43,2
3390,s-71,u-46,2
3391,s-71,u-48,1
3392,s-71,u-49,1
3393,s-71,u-5,2
3394,s-71,u-53,3
3395,s-71,u-57,8
3396,s-71,u-58,2
3397,s-71,u-59,3
3398,s-71,u-62,1
3399,s-71,u-63,3
3400,s-71,u-64,1
3401,s-71,u-65,1
3402,s-71,u-66,2
3403,s-71,u-67,1
3404,s-71,u-68,3
3405,s-71,u-69,1
3406,s-71,u-7,1
3407,s-71,u-70,7
3408,s-71,u-71,1
3409,s-71,u-72,2
3410,s-71,u-74,2
3411,s-71,u-77,2
3412,s-71,u-79,2
3413,s-71,u-80,1
3414,s-71,u-81,2
3415,s-71,u-82,2
3416,s-71,u-83,1
3417,s-71,u-9,1
3418,s-8,u-0,3
3419,s-8,u-13,2
3420,s-8,u-14,1
3421,s-8,u-16,1
3422,s-8,u-18,2
3423,s-8,u-19,1
3424,s-8,u-20,1
3425,s-8,u-26,1
3426,s-8,u-28,1
3427,s-8,u-30,1
3428,s-8,u-31,1
3429,s-8,u-35,1
3430,s-8,u-47,2
3431,s-8,u-48,3
3432,s-8,u-5,1
3433,s-8,u-51,2
3434,s-8,u-55,1
3435,s-8,u-57,2
3436,s-8,u-63,2
3437,s-8,u-64,1
3438,s-8,u-65,2
3439,s-8,u-68,1
3440,s-8,u-70,3
3441,s-8,u-75,1
3442,s-8,u-77,2
3443,s-8,u-78,2
3444,s-8,u-79,1
3445,s-8,u-80,2
3446,s-9,u-0,2
3447,s-9,u-1,1
3448,s-9,u-10,2
3449,s-9,u-13,1
3450,s-9,u-15,2
3451,s-9,u-18,1
3452,s-9,u-2,2
3453,s-9,u-22,1
3454,s-9,u-23,1
3455,s-9,u-24,1
3456,s-9,u-26,1
3457,s-9,u-28,1
3458,s-9,u-31,1
3459,s-9,u-35,3
3460,s-9,u-47,1
3461,s-9,u-52,1
3462,s-9,u-53,1
3463,s-9,u-54,2
3464,s-9,u-55,1
3465,s-9,u-56,1
3466,s-9,u-57,6
3467,s-9,u-63,1
3468,s-9,u-66,1
3469,s-9,u-67,2
3470,s-9,u-7,2
3471,s-9,u-70,2
3472,s-9,u-77,2
3473,s-9,u-78,1
3474,s-9,u-81,1
3475,u-0,System No Cluster,1
3476,u-0,s-0,16
3477,u-0,s-1,55
3478,u-0,s-10,2
3479,u-0,s-12,7
3480,u-0,s-13,8
3481,u-0,s-14,2
3482,u-0,s-15,3
3483,u-0,s-18,2
3484,u-0,s-2,1
3485,u-0,s-21,1
3486,u-0,s-23,2
3487,u-0,s-24,2
3488,u-0,s-25,2
3489,u-0,s-26,3
3490,u-0,s-27,5
3491,u-0,s-3,5
3492,u-0,s-30,7
3493,u-0,s-31,3
3494,u-0,s-32,4
3495,u-0,s-33,3
3496,u-0,s-34,7
3497,u-0,s-35,6
3498,u-0,s-36,4
3499,u-0,s-37,5
3500,u-0,s-38,6
3501,u-0,s-39,5
3502,u-0,s-4,10
3503,u-0,s-40,4
3504,u-0,s-41,1
3505,u-0,s-42,10
3506,u-0,s-43,2
3507,u-0,s-44,2
3508,u-0,s-45,10
3509,u-0,s-46,10
3510,u-0,s-47,6
3511,u-0,s-48,2
3512,u-0,s-5,1
3513,u-0,s-50,4
3514,u-0,s-51,2
3515,u-0,s-52,3
3516,u-0,s-53,4
3517,u-0,s-54,10
3518,u-0,s-55,9
3519,u-0,s-56,1
3520,u-0,s-57,28
3521,u-0,s-58,2
3522,u-0,s-59,3
3523,u-0,s-60,1
3524,u-0,s-61,13
3525,u-0,s-62,11
3526,u-0,s-63,1
3527,u-0,s-66,21
3528,u-0,s-67,1
3529,u-0,s-68,3
3530,u-0,s-69,2
3531,u-0,s-7,1
3532,u-0,s-71,4
3533,u-0,s-9,1
3534,u-1,System No Cluster,1
3535,u-1,s-0,9
3536,u-1,s-1,25
3537,u-1,s-10,1
3538,u-1,s-11,1
3539,u-1,s-12,4
3540,u-1,s-13,5
3541,u-1,s-15,1
3542,u-1,s-16,1
3543,u-1,s-19,1
3544,u-1,s-20,1
3545,u-1,s-22,3
3546,u-1,s-23,3
3547,u-1,s-25,1
3548,u-1,s-27,2
3549,u-1,s-3,2
3550,u-1,s-30,3
3551,u-1,s-31,1
3552,u-1,s-32,1
3553,u-1,s-34,5
3554,u-1,s-35,1
3555,u-1,s-36,1
3556,u-1,s-38,2
3557,u-1,s-39,2
3558,u-1,s-4,2
3559,u-1,s-40,1
3560,u-1,s-41,2
3561,u-1,s-42,3
3562,u-1,s-43,2
3563,u-1,s-45,2
3564,u-1,s-46,5
3565,u-1,s-47,2
3566,u-1,s-5,1
3567,u-1,s-50,2
3568,u-1,s-52,3
3569,u-1,s-53,2
3570,u-1,s-54,11
3571,u-1,s-55,3
3572,u-1,s-57,16
3573,u-1,s-58,2
3574,u-1,s-61,8
3575,u-1,s-62,4
3576,u-1,s-66,7
3577,u-1,s-68,5
3578,u-1,s-69,2
3579,u-1,s-7,4
3580,u-1,s-71,5
3581,u-1,s-8,1
3582,u-10,s-0,9
3583,u-10,s-1,21
3584,u-10,s-10,1
3585,u-10,s-12,5
3586,u-10,s-13,2
3587,u-10,s-15,2
3588,u-10,s-18,1
3589,u-10,s-19,1
3590,u-10,s-2,2
3591,u-10,s-22,3
3592,u-10,s-24,1
3593,u-10,s-26,2
3594,u-10,s-27,2
3595,u-10,s-28,1
3596,u-10,s-3,2
3597,u-10,s-30,2
3598,u-10,s-31,4
3599,u-10,s-32,1
3600,u-10,s-34,4
3601,u-10,s-35,2
3602,u-10,s-39,2
3603,u-10,s-4,4
3604,u-10,s-42,2
3605,u-10,s-43,1
3606,u-10,s-44,1
3607,u-10,s-45,1
3608,u-10,s-46,4
3609,u-10,s-47,2
3610,u-10,s-49,1
3611,u-10,s-5,1
3612,u-10,s-50,1
3613,u-10,s-52,3
3614,u-10,s-53,5
3615,u-10,s-54,7
3616,u-10,s-56,1
3617,u-10,s-57,9
3618,u-10,s-59,1
3619,u-10,s-61,8
3620,u-10,s-62,4
3621,u-10,s-66,21
3622,u-10,s-67,1
3623,u-10,s-69,3
3624,u-10,s-7,3
3625,u-10,s-71,2
3626,u-11,s-0,1
3627,u-11,s-1,7
3628,u-11,s-10,1
3629,u-11,s-12,4
3630,u-11,s-13,2
3631,u-11,s-2,1
3632,u-11,s-22,2
3633,u-11,s-23,2
3634,u-11,s-26,1
3635,u-11,s-27,1
3636,u-11,s-30,1
3637,u-11,s-32,1
3638,u-11,s-33,1
3639,u-11,s-34,4
3640,u-11,s-35,1
3641,u-11,s-40,1
3642,u-11,s-42,2
3643,u-11,s-43,3
3644,u-11,s-45,2
3645,u-11,s-46,3
3646,u-11,s-47,2
3647,u-11,s-52,2
3648,u-11,s-53,1
3649,u-11,s-54,3
3650,u-11,s-55,1
3651,u-11,s-57,2
3652,u-11,s-58,1
3653,u-11,s-64,1
3654,u-11,s-66,5
3655,u-11,s-71,1
3656,u-12,s-0,4
3657,u-12,s-1,19
3658,u-12,s-10,1
3659,u-12,s-12,3
3660,u-12,s-13,2
3661,u-12,s-15,1
3662,u-12,s-17,2
3663,u-12,s-18,2
3664,u-12,s-20,1
3665,u-12,s-26,2
3666,u-12,s-3,2
3667,u-12,s-30,2
3668,u-12,s-31,5
3669,u-12,s-32,2
3670,u-12,s-34,3
3671,u-12,s-35,2
3672,u-12,s-39,4
3673,u-12,s-4,3
3674,u-12,s-41,1
3675,u-12,s-42,3
3676,u-12,s-44,1
3677,u-12,s-45,6
3678,u-12,s-46,1
3679,u-12,s-5,3
3680,u-12,s-50,3
3681,u-12,s-51,2
3682,u-12,s-53,3
3683,u-12,s-54,7
3684,u-12,s-55,6
3685,u-12,s-56,1
3686,u-12,s-57,16
3687,u-12,s-58,1
3688,u-12,s-6,1
3689,u-12,s-61,6
3690,u-12,s-62,1
3691,u-12,s-66,8
3692,u-12,s-67,2
3693,u-12,s-68,1
3694,u-12,s-69,2
3695,u-12,s-7,3
3696,u-12,s-71,1
3697,u-12,s-8,2
3698,u-12,s-9,1
3699,u-13,System No Cluster,1
3700,u-13,s-0,12
3701,u-13,s-1,37
3702,u-13,s-11,2
3703,u-13,s-12,11
3704,u-13,s-13,8
3705,u-13,s-15,1
3706,u-13,s-18,1
3707,u-13,s-20,1
3708,u-13,s-22,4
3709,u-13,s-26,2
3710,u-13,s-27,8
3711,u-13,s-29,2
3712,u-13,s-3,2
3713,u-13,s-30,11
3714,u-13,s-31,1
3715,u-13,s-32,8
3716,u-13,s-33,2
3717,u-13,s-34,9
3718,u-13,s-35,3
3719,u-13,s-36,1
3720,u-13,s-37,3
3721,u-13,s-38,4
3722,u-13,s-39,3
3723,u-13,s-4,6
3724,u-13,s-40,3
3725,u-13,s-41,2
3726,u-13,s-42,5
3727,u-13,s-43,1
3728,u-13,s-44,1
3729,u-13,s-45,4
3730,u-13,s-46,3
3731,u-13,s-47,5
3732,u-13,s-48,1
3733,u-13,s-49,1
3734,u-13,s-5,3
3735,u-13,s-50,5
3736,u-13,s-51,2
3737,u-13,s-52,2
3738,u-13,s-53,5
3739,u-13,s-54,19
3740,u-13,s-55,5
3741,u-13,s-56,1
3742,u-13,s-57,22
3743,u-13,s-58,1
3744,u-13,s-59,2
3745,u-13,s-60,1
3746,u-13,s-61,13
3747,u-13,s-62,5
3748,u-13,s-65,3
3749,u-13,s-66,14
3750,u-13,s-67,3
3751,u-13,s-68,2
3752,u-13,s-69,2
3753,u-13,s-7,3
3754,u-13,s-70,4
3755,u-13,s-71,4
3756,u-13,s-8,2
3757,u-13,s-9,1
3758,u-14,System No Cluster,2
3759,u-14,s-0,24
3760,u-14,s-1,65
3761,u-14,s-10,5
3762,u-14,s-11,3
3763,u-14,s-12,5
3764,u-14,s-13,4
3765,u-14,s-14,1
3766,u-14,s-15,1
3767,u-14,s-16,1
3768,u-14,s-17,1
3769,u-14,s-18,5
3770,u-14,s-19,1
3771,u-14,s-2,2
3772,u-14,s-21,1
3773,u-14,s-22,5
3774,u-14,s-23,5
3775,u-14,s-24,1
3776,u-14,s-25,1
3777,u-14,s-26,6
3778,u-14,s-27,9
3779,u-14,s-28,2
3780,u-14,s-29,3
3781,u-14,s-3,2
3782,u-14,s-30,6
3783,u-14,s-31,11
3784,u-14,s-32,14
3785,u-14,s-33,6
3786,u-14,s-34,15
3787,u-14,s-35,6
3788,u-14,s-36,2
3789,u-14,s-37,8
3790,u-14,s-38,8
3791,u-14,s-39,4
3792,u-14,s-4,10
3793,u-14,s-40,3
3794,u-14,s-41,1
3795,u-14,s-42,8
3796,u-14,s-43,5
3797,u-14,s-44,3
3798,u-14,s-45,11
3799,u-14,s-46,12
3800,u-14,s-47,3
3801,u-14,s-48,2
3802,u-14,s-5,4
3803,u-14,s-50,5
3804,u-14,s-51,2
3805,u-14,s-52,4
3806,u-14,s-53,4
3807,u-14,s-54,18
3808,u-14,s-55,5
3809,u-14,s-57,35
3810,u-14,s-58,4
3811,u-14,s-59,2
3812,u-14,s-60,2
3813,u-14,s-61,19
3814,u-14,s-62,8
3815,u-14,s-63,1
3816,u-14,s-66,32
3817,u-14,s-67,1
3818,u-14,s-68,4
3819,u-14,s-69,1
3820,u-14,s-7,3
3821,u-14,s-70,1
3822,u-14,s-71,8
3823,u-15,s-0,12
3824,u-15,s-1,33
3825,u-15,s-11,1
3826,u-15,s-12,11
3827,u-15,s-13,4
3828,u-15,s-14,1
3829,u-15,s-17,2
3830,u-15,s-18,1
3831,u-15,s-19,1
3832,u-15,s-2,3
3833,u-15,s-20,1
3834,u-15,s-21,1
3835,u-15,s-25,1
3836,u-15,s-26,2
3837,u-15,s-27,4
3838,u-15,s-3,2
3839,u-15,s-30,8
3840,u-15,s-31,5
3841,u-15,s-32,5
3842,u-15,s-33,5
3843,u-15,s-34,3
3844,u-15,s-35,3
3845,u-15,s-36,2
3846,u-15,s-37,4
3847,u-15,s-38,3
3848,u-15,s-39,2
3849,u-15,s-4,3
3850,u-15,s-40,5
3851,u-15,s-41,3
3852,u-15,s-42,10
3853,u-15,s-43,1
3854,u-15,s-44,1
3855,u-15,s-45,8
3856,u-15,s-46,2
3857,u-15,s-47,4
3858,u-15,s-48,1
3859,u-15,s-5,4
3860,u-15,s-50,2
3861,u-15,s-52,1
3862,u-15,s-53,4
3863,u-15,s-54,17
3864,u-15,s-55,9
3865,u-15,s-56,2
3866,u-15,s-57,24
3867,u-15,s-59,1
3868,u-15,s-6,1
3869,u-15,s-61,9
3870,u-15,s-62,2
3871,u-15,s-66,10
3872,u-15,s-67,1
3873,u-15,s-69,7
3874,u-15,s-7,2
3875,u-15,s-70,1
3876,u-15,s-71,4
3877,u-15,s-8,2
3878,u-15,s-9,1
3879,u-16,s-0,3
3880,u-16,s-1,4
3881,u-16,s-12,5
3882,u-16,s-13,1
3883,u-16,s-2,1
3884,u-16,s-22,1
3885,u-16,s-26,1
3886,u-16,s-28,1
3887,u-16,s-29,1
3888,u-16,s-30,1
3889,u-16,s-31,1
3890,u-16,s-32,2
3891,u-16,s-34,2
3892,u-16,s-35,2
3893,u-16,s-37,1
3894,u-16,s-40,1
3895,u-16,s-42,7
3896,u-16,s-43,3
3897,u-16,s-47,2
3898,u-16,s-51,1
3899,u-16,s-52,1
3900,u-16,s-53,2
3901,u-16,s-54,2
3902,u-16,s-55,3
3903,u-16,s-57,6
3904,u-16,s-59,1
3905,u-16,s-61,2
3906,u-16,s-62,1
3907,u-16,s-66,3
3908,u-16,s-70,2
3909,u-17,s-0,4
3910,u-17,s-1,9
3911,u-17,s-12,3
3912,u-17,s-13,1
3913,u-17,s-15,1
3914,u-17,s-18,2
3915,u-17,s-19,1
3916,u-17,s-24,1
3917,u-17,s-27,1
3918,u-17,s-3,2
3919,u-17,s-30,2
3920,u-17,s-33,1
3921,u-17,s-34,1
3922,u-17,s-35,1
3923,u-17,s-37,1
3924,u-17,s-38,4
3925,u-17,s-39,1
3926,u-17,s-42,2
3927,u-17,s-45,3
3928,u-17,s-47,2
3929,u-17,s-50,2
3930,u-17,s-53,1
3931,u-17,s-54,3
3932,u-17,s-57,6
3933,u-17,s-61,1
3934,u-17,s-63,1
3935,u-17,s-64,1
3936,u-17,s-66,6
3937,u-17,s-67,1
3938,u-17,s-68,1
3939,u-17,s-71,3
3940,u-17,s-9,1
3941,u-18,s-0,20
3942,u-18,s-1,41
3943,u-18,s-10,1
3944,u-18,s-11,3
3945,u-18,s-12,5
3946,u-18,s-13,3
3947,u-18,s-15,1
3948,u-18,s-17,2
3949,u-18,s-18,3
3950,u-18,s-19,1
3951,u-18,s-2,3
3952,u-18,s-21,1
3953,u-18,s-22,6
3954,u-18,s-23,4
3955,u-18,s-24,1
3956,u-18,s-25,1
3957,u-18,s-26,4
3958,u-18,s-27,11
3959,u-18,s-3,4
3960,u-18,s-30,7
3961,u-18,s-31,9
3962,u-18,s-32,13
3963,u-18,s-33,4
3964,u-18,s-34,7
3965,u-18,s-35,8
3966,u-18,s-36,1
3967,u-18,s-37,2
3968,u-18,s-38,2
3969,u-18,s-39,2
3970,u-18,s-4,3
3971,u-18,s-40,3
3972,u-18,s-41,2
3973,u-18,s-42,10
3974,u-18,s-43,4
3975,u-18,s-44,2
3976,u-18,s-45,5
3977,u-18,s-46,9
3978,u-18,s-47,7
3979,u-18,s-5,5
3980,u-18,s-50,3
3981,u-18,s-52,5
3982,u-18,s-53,9
3983,u-18,s-54,12
3984,u-18,s-55,8
3985,u-18,s-56,1
3986,u-18,s-57,26
3987,u-18,s-58,2
3988,u-18,s-59,1
3989,u-18,s-6,1
3990,u-18,s-60,1
3991,u-18,s-61,9
3992,u-18,s-62,9
3993,u-18,s-63,2
3994,u-18,s-64,1
3995,u-18,s-66,29
3996,u-18,s-67,3
3997,u-18,s-68,3
3998,u-18,s-69,9
3999,u-18,s-7,2
4000,u-18,s-70,3
4001,u-18,s-71,9
4002,u-18,s-8,3
4003,u-18,s-9,3
4004,u-19,s-0,2
4005,u-19,s-1,6
4006,u-19,s-14,1
4007,u-19,s-19,1
4008,u-19,s-22,1
4009,u-19,s-27,2
4010,u-19,s-30,1
4011,u-19,s-33,1
4012,u-19,s-34,1
4013,u-19,s-35,1
4014,u-19,s-36,1
4015,u-19,s-40,2
4016,u-19,s-42,2
4017,u-19,s-43,1
4018,u-19,s-44,1
4019,u-19,s-46,2
4020,u-19,s-48,1
4021,u-19,s-50,2
4022,u-19,s-53,1
4023,u-19,s-55,1
4024,u-19,s-57,4
4025,u-19,s-61,2
4026,u-19,s-62,1
4027,u-19,s-66,9
4028,u-19,s-71,1
4029,u-19,s-8,1
4030,u-19,s-9,1
4031,u-2,s-0,28
4032,u-2,s-1,70
4033,u-2,s-10,6
4034,u-2,s-11,4
4035,u-2,s-12,14
4036,u-2,s-13,7
4037,u-2,s-14,1
4038,u-2,s-17,3
4039,u-2,s-18,4
4040,u-2,s-20,3
4041,u-2,s-21,1
4042,u-2,s-22,5
4043,u-2,s-23,1
4044,u-2,s-24,2
4045,u-2,s-26,6
4046,u-2,s-27,8
4047,u-2,s-29,1
4048,u-2,s-3,4
4049,u-2,s-30,14
4050,u-2,s-31,7
4051,u-2,s-32,13
4052,u-2,s-33,7
4053,u-2,s-34,21
4054,u-2,s-35,10
4055,u-2,s-36,4
4056,u-2,s-37,8
4057,u-2,s-38,5
4058,u-2,s-39,2
4059,u-2,s-4,10
4060,u-2,s-40,7
4061,u-2,s-41,2
4062,u-2,s-42,13
4063,u-2,s-43,5
4064,u-2,s-44,1
4065,u-2,s-45,13
4066,u-2,s-46,4
4067,u-2,s-47,5
4068,u-2,s-48,1
4069,u-2,s-5,4
4070,u-2,s-50,11
4071,u-2,s-51,1
4072,u-2,s-52,4
4073,u-2,s-53,8
4074,u-2,s-54,23
4075,u-2,s-55,15
4076,u-2,s-57,41
4077,u-2,s-58,7
4078,u-2,s-59,2
4079,u-2,s-6,2
4080,u-2,s-60,3
4081,u-2,s-61,17
4082,u-2,s-62,5
4083,u-2,s-65,2
4084,u-2,s-66,35
4085,u-2,s-67,5
4086,u-2,s-68,4
4087,u-2,s-69,3
4088,u-2,s-7,11
4089,u-2,s-70,1
4090,u-2,s-71,4
4091,u-2,s-8,2
4092,u-2,s-9,2
4093,u-20,System No Cluster,3
4094,u-20,s-0,28
4095,u-20,s-1,63
4096,u-20,s-10,1
4097,u-20,s-11,2
4098,u-20,s-12,9
4099,u-20,s-13,5
4100,u-20,s-15,5
4101,u-20,s-17,1
4102,u-20,s-18,3
4103,u-20,s-19,1
4104,u-20,s-2,1
4105,u-20,s-20,1
4106,u-20,s-21,1
4107,u-20,s-22,4
4108,u-20,s-23,2
4109,u-20,s-25,2
4110,u-20,s-26,8
4111,u-20,s-27,12
4112,u-20,s-28,3
4113,u-20,s-29,2
4114,u-20,s-3,5
4115,u-20,s-30,13
4116,u-20,s-31,12
4117,u-20,s-32,9
4118,u-20,s-33,3
4119,u-20,s-34,9
4120,u-20,s-35,7
4121,u-20,s-36,3
4122,u-20,s-37,6
4123,u-20,s-38,10
4124,u-20,s-39,1
4125,u-20,s-4,10
4126,u-20,s-40,3
4127,u-20,s-41,2
4128,u-20,s-42,10
4129,u-20,s-43,4
4130,u-20,s-44,3
4131,u-20,s-45,9
4132,u-20,s-46,13
4133,u-20,s-47,7
4134,u-20,s-48,2
4135,u-20,s-49,1
4136,u-20,s-5,3
4137,u-20,s-50,8
4138,u-20,s-51,5
4139,u-20,s-52,8
4140,u-20,s-53,9
4141,u-20,s-54,19
4142,u-20,s-55,5
4143,u-20,s-57,47
4144,u-20,s-58,6
4145,u-20,s-60,2
4146,u-20,s-61,8
4147,u-20,s-62,5
4148,u-20,s-65,2
4149,u-20,s-66,40
4150,u-20,s-67,1
4151,u-20,s-68,3
4152,u-20,s-69,2
4153,u-20,s-7,5
4154,u-20,s-71,5
4155,u-21,s-0,1
4156,u-21,s-1,5
4157,u-21,s-12,1
4158,u-21,s-13,2
4159,u-21,s-18,2
4160,u-21,s-26,2
4161,u-21,s-27,2
4162,u-21,s-30,1
4163,u-21,s-31,1
4164,u-21,s-32,1
4165,u-21,s-33,2
4166,u-21,s-34,3
4167,u-21,s-36,1
4168,u-21,s-38,1
4169,u-21,s-39,2
4170,u-21,s-4,2
4171,u-21,s-41,1
4172,u-21,s-42,4
4173,u-21,s-44,1
4174,u-21,s-45,1
4175,u-21,s-46,2
4176,u-21,s-47,1
4177,u-21,s-49,1
4178,u-21,s-5,1
4179,u-21,s-53,3
4180,u-21,s-54,2
4181,u-21,s-55,2
4182,u-21,s-56,1
4183,u-21,s-57,4
4184,u-21,s-61,1
4185,u-21,s-62,1
4186,u-21,s-66,3
4187,u-21,s-67,1
4188,u-21,s-71,1
4189,u-21,s-9,1
4190,u-22,s-0,15
4191,u-22,s-1,23
4192,u-22,s-10,1
4193,u-22,s-12,9
4194,u-22,s-13,2
4195,u-22,s-15,5
4196,u-22,s-17,1
4197,u-22,s-18,2
4198,u-22,s-19,1
4199,u-22,s-2,2
4200,u-22,s-20,4
4201,u-22,s-22,2
4202,u-22,s-25,3
4203,u-22,s-26,2
4204,u-22,s-27,4
4205,u-22,s-3,3
4206,u-22,s-30,8
4207,u-22,s-31,4
4208,u-22,s-32,6
4209,u-22,s-33,3
4210,u-22,s-34,7
4211,u-22,s-35,8
4212,u-22,s-36,2
4213,u-22,s-37,2
4214,u-22,s-38,6
4215,u-22,s-4,6
4216,u-22,s-40,2
4217,u-22,s-41,1
4218,u-22,s-42,10
4219,u-22,s-43,1
4220,u-22,s-44,1
4221,u-22,s-45,11
4222,u-22,s-46,9
4223,u-22,s-47,5
4224,u-22,s-49,1
4225,u-22,s-5,2
4226,u-22,s-50,7
4227,u-22,s-51,1
4228,u-22,s-52,1
4229,u-22,s-53,3
4230,u-22,s-54,4
4231,u-22,s-57,23
4232,u-22,s-58,3
4233,u-22,s-61,7
4234,u-22,s-62,5
4235,u-22,s-66,17
4236,u-22,s-67,1
4237,u-22,s-68,4
4238,u-22,s-69,1
4239,u-22,s-7,1
4240,u-22,s-70,1
4241,u-22,s-71,3
4242,u-23,System No Cluster,3
4243,u-23,s-0,15
4244,u-23,s-1,51
4245,u-23,s-10,2
4246,u-23,s-11,2
4247,u-23,s-12,11
4248,u-23,s-13,4
4249,u-23,s-17,1
4250,u-23,s-18,2
4251,u-23,s-19,2
4252,u-23,s-2,3
4253,u-23,s-20,2
4254,u-23,s-22,2
4255,u-23,s-23,2
4256,u-23,s-24,1
4257,u-23,s-25,3
4258,u-23,s-26,7
4259,u-23,s-27,5
4260,u-23,s-30,7
4261,u-23,s-31,7
4262,u-23,s-32,8
4263,u-23,s-33,4
4264,u-23,s-34,4
4265,u-23,s-35,3
4266,u-23,s-36,2
4267,u-23,s-37,4
4268,u-23,s-38,5
4269,u-23,s-4,3
4270,u-23,s-40,3
4271,u-23,s-42,11
4272,u-23,s-43,1
4273,u-23,s-44,2
4274,u-23,s-45,4
4275,u-23,s-46,9
4276,u-23,s-47,2
4277,u-23,s-48,1
4278,u-23,s-49,2
4279,u-23,s-5,6
4280,u-23,s-50,5
4281,u-23,s-51,2
4282,u-23,s-52,5
4283,u-23,s-53,4
4284,u-23,s-54,21
4285,u-23,s-55,5
4286,u-23,s-57,28
4287,u-23,s-58,3
4288,u-23,s-59,1
4289,u-23,s-6,1
4290,u-23,s-60,2
4291,u-23,s-61,14
4292,u-23,s-62,5
4293,u-23,s-63,1
4294,u-23,s-64,1
4295,u-23,s-65,1
4296,u-23,s-66,16
4297,u-23,s-67,2
4298,u-23,s-68,3
4299,u-23,s-69,4
4300,u-23,s-7,3
4301,u-23,s-70,1
4302,u-23,s-71,1
4303,u-23,s-9,1
4304,u-24,s-0,5
4305,u-24,s-1,6
4306,u-24,s-12,1
4307,u-24,s-2,1
4308,u-24,s-22,1
4309,u-24,s-31,1
4310,u-24,s-34,2
4311,u-24,s-4,1
4312,u-24,s-41,1
4313,u-24,s-43,1
4314,u-24,s-46,4
4315,u-24,s-52,1
4316,u-24,s-53,1
4317,u-24,s-54,1
4318,u-24,s-55,1
4319,u-24,s-57,4
4320,u-24,s-60,2
4321,u-24,s-61,2
4322,u-24,s-66,6
4323,u-24,s-68,1
4324,u-24,s-7,1
4325,u-24,s-71,3
4326,u-25,System No Cluster,1
4327,u-25,s-0,3
4328,u-25,s-1,6
4329,u-25,s-12,2
4330,u-25,s-21,2
4331,u-25,s-25,1
4332,u-25,s-26,2
4333,u-25,s-27,2
4334,u-25,s-31,2
4335,u-25,s-32,3
4336,u-25,s-34,1
4337,u-25,s-35,2
4338,u-25,s-37,1
4339,u-25,s-38,1
4340,u-25,s-39,2
4341,u-25,s-40,1
4342,u-25,s-42,2
4343,u-25,s-46,1
4344,u-25,s-47,1
4345,u-25,s-5,1
4346,u-25,s-52,1
4347,u-25,s-53,1
4348,u-25,s-54,3
4349,u-25,s-55,2
4350,u-25,s-57,8
4351,u-25,s-58,1
4352,u-25,s-61,7
4353,u-25,s-62,2
4354,u-25,s-66,3
4355,u-25,s-69,1
